stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,8.17,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,12.26,4.09,20.43,0,0,0,4.09,183.89,8.17,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,18.19,0,0,5.35,39.58,10.7,0,0,0,0,0,0,0,0,0,1.07,0,2.14,39.58,1.07,27.81,0,1.07,1.07,1083.7,173.31,6.42,1.07,37.44,1.07,0,53.49,26.74,21.4,0,0,0,0
21Day,24.09,1.34,1.34,28.11,10.71,8.03,0,1.34,0,1.34,2.68,0,0,2.68,0,0,0,0,17.4,0,48.19,0,5.35,1.34,286.45,56.22,14.72,2.68,12.05,16.06,0,8.03,49.53,112.44,4.02,0,0,2.68
3Month,0,0.64,0,22.4,3.52,0,0.32,0,0.32,1.28,4.8,0,0,13.12,3.52,0.64,5.12,5.76,2.88,3.84,4.8,0,0,2.56,19.84,1.92,41.27,0.32,0.64,1.6,21.76,1.28,1.6,0,0.64,1.28,41.91,1.92
22Month,0.55,2.19,1.64,22.96,3.83,0,0.55,0,0,0.55,8.2,6.56,0,63.41,2.73,2.73,9.29,0.55,2.73,5.47,9.29,0.55,1.64,0,21.32,0.55,55.21,1.09,0,1.64,30.07,2.19,181.49,0,0,0,1.09,1.64
