stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,20.43,335.09,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,10.7,1.07,0,5.35,3.21,4.28,0,0,0,0,0,0,1.07,0,1.07,12.84,1.07,19.26,0,1.07,0,0,891.14,130.51,2.14,6.42,9.63,0,0,8.56,1.07,0,0,0,0,0
21Day,8.03,0,0,5.35,1.34,4.02,0,2.68,0,0,1.34,0,5.35,1.34,0,8.03,0,61.57,1.34,0,4.02,0,337.31,53.54,1.34,10.71,13.39,8.03,0,8.03,1.34,18.74,0,0,0,1.34
3Month,0,0.64,0,2.24,0,0,0.32,0,0,0.96,3.52,0.96,0,0.96,0,0.32,0.32,8.64,1.28,0,0.32,0.32,2.56,0,2.88,7.68,0,0,1.28,0.96,0,0,0.32,0.32,0.96,0.64
22Month,0,1.09,0.55,1.09,0,0,0.55,0,2.73,1.64,21.32,0,0,1.09,0.55,0,0.55,9.84,0,0,0,0,0.55,0,2.19,19.13,0,0.55,0,1.64,0,0,0,0,0,1.64
