stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,1.07,0,4.28,0,0,2.14,0,0,0,0,4.28,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0
21Day,1.34,0,5.35,12.05,0,6.69,0,1.34,0,0,0,1.34,0,1.34,196.76,5.35,8.03,0,18.74,0,0,0,0,22.76,8.03,21.42,0,6.69,13.39,0,0,2.68,1.34,2.68,1.34,0,0,0
3Month,0.96,7.04,4.48,66.23,0.96,0,8.64,0.64,49.27,23.04,0,67.19,28.16,3.2,3843.55,4.48,18.24,14.08,29.76,7.04,0,7.04,6.4,2.24,0.32,155.82,3.2,0.96,17.92,0.32,19.2,1.6,0.32,0,0,6.08,15.04,21.12
22Month,2.19,13.67,3.83,19.13,0.55,0,3.28,1.64,97.85,14.76,11.48,141.04,7.11,0.55,4558.01,0,2.73,15.31,31.16,1.09,8.2,8.2,0,1.09,0,156.89,9.84,0.55,4.37,0,5.47,2.19,1.64,0,0.55,0.55,0,6.56
