stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,89.9,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,44.95,12.26,44.95,0,0,0,0,12.26,159.37,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,1.07,0,3.21,1.07,3.21,0,0,0,0,0,0,0,0,0,0,3.21,9.63,3.21,8.56,0,0,0,0,18.19,9.63,0,0,10.7,0,0,3.21,0,0,0,0,0,0
21Day,4.02,1.34,0,14.72,0,6.69,0,0,0,0,0,0,1.34,0,2.68,0,1.34,4.02,5.35,18.74,0,0,4.02,0,9.37,2.68,0,0,4.02,0,0,0,0,1.34,0,0,0,0
3Month,0,1.6,2.56,87.67,0.96,0,0,0.32,22.4,4.8,0.32,0,89.59,14.08,0.64,45.11,6.4,36.79,11.2,13.12,1.92,0.32,8,5.76,2.88,0.32,4.48,1.92,1.28,1.92,4.48,0.64,0,0,0,4.8,1.28,6.72
22Month,0,7.65,1.09,39.36,0,0,0.55,0,8.75,19.68,20.77,0,132.29,7.65,3.28,23.51,3.28,7.11,13.67,6.56,0.55,2.19,7.65,0,1.64,0,8.75,2.19,0,1.64,0.55,3.28,7.65,0,0.55,1.09,0,3.28
