stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,702.86,0,0,0,0,0,363.69,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,77.02,84.51,0,67.4,128.37,188.28,0,48.14,0,3.21,0,0,1.07,1.07,145.49,174.38,4.28,5121.09,0,11.77,2.14,6.42,1068.72,502.8,3.21,6.42,191.49,2.14,0,0,98.42,49.21,0,11.77,0,0,0
21Day,85.67,16.06,6.69,465.81,9.37,206.13,0,34.8,1.34,4.02,89.68,4.02,80.31,37.48,10.71,195.43,30.79,3153.58,0,0,45.51,13.39,453.76,289.12,8.03,9.37,107.08,115.11,0,6.69,32.12,17.4,121.81,4.02,1.34,1.34,46.85
3Month,1.28,0,0.32,8.32,0,0,0.32,0,0.96,2.24,15.36,1.28,0,4.8,0.64,1.28,2.88,37.11,0.96,0,0.96,5.44,0.32,0.32,1.28,0.64,0.32,2.56,0.32,338.83,0.32,0,0,0,1.28,79.67,2.24
22Month,0,0.55,0,3.83,0,0,0,0.55,0,0.55,5.47,0,0,0,0,0,1.09,33.89,0,0,0,0,0.55,0.55,0,0.55,1.09,0,0,68.33,0,0,0,0,0,0,0
