stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,8.56,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,6.69,0,0,0,0,0,0,0,0,0,0,0,2.68,1.34,0,0,0,0,6.69,0,1.34,1.34,0,0,0,0,1.34,0,1.34,0,0,0,0
3Month,0.32,1.92,0.96,100.14,0.32,1.28,143.98,5.44,0,27.84,13.12,0.32,234.2,1.92,11.2,30.08,8,1.6,0.64,17.92,2.24,6.08,0.64,4.16,0.32,0,0.64,2.24,12.8,0.32,0,0,0.64,2.56,1.28,34.55
22Month,0.55,12.57,6.01,63.41,0.55,1.64,75.98,8.75,0.55,310.5,3.28,4.37,284.81,0.55,7.65,33.35,45.92,1.64,6.01,10.93,0,21.32,0.55,5.47,4.37,0.55,1.09,1.09,55.76,1.64,0.55,0,1.64,2.73,0,22.96
