stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,28.6,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,8.17,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,3.21,0,0,0,0,0,1.07,0,3.21,0,0,0,13.91,2.14,2.14,1.07,0,161.54,0,0,19.26,19.26,104.84,0,0,6.42,10.7,0,0,0,0,1.07,0,0,0
21Day,6.69,1.34,4.02,52.2,29.45,0,4.02,2.68,0,0,0,315.89,0,5.35,13.39,4.02,20.08,13.39,33.46,0,5.35,6.69,0,38.82,20.08,54.88,2.68,0,9.37,16.06,0,1.34,5.35,9.37,0,0,0,4.02
3Month,0.32,0.96,2.88,27.2,0,0,0.32,11.2,5.44,0.64,0,361.54,15.36,0,116.14,3.2,3.84,4.8,8.96,3.2,0,34.23,2.24,1.92,0.32,810.11,1.28,0,0.96,8.96,26.24,1.92,0,0.32,0,2.56,10.24,7.36
22Month,0.55,11.48,11.48,28.97,0,24.05,0,7.11,38.27,22.41,0,8796.77,12.57,3.28,112.06,2.19,4.92,15.31,19.13,0.55,123,51.39,1.64,3.28,0.55,792.65,12.03,31.16,1.64,4.37,15.85,2.73,16.4,0,0,1.09,0,11.48
