stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,28.6,0,8.17,0,0,0,0,0,0,20.43,0,0,0,0,0,0,4.09,32.69,0,0,0,0,20.43,281.96,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,21.4,8.56,0,8.56,4.28,6.42,0,0,0,0,0,0,0,0,0,6.42,39.58,1.07,32.09,0,0,0,0,414.01,110.19,4.28,22.47,0,33.16,3.21,0,16.05,0,0,3.21,0,0,0
21Day,32.12,5.35,0,100.39,1.34,13.39,1.34,0,0,0,0,2.68,0,10.71,1.34,2.68,45.51,0,82.99,0,0,2.68,0,269.05,70.94,0,108.42,0,32.12,12.05,2.68,8.03,5.35,6.69,4.02,0,0,2.68
3Month,0,3.2,0.64,58.87,0.32,0,0.64,2.88,4.48,0,0,72.31,6.08,0.96,4.48,3.84,15.68,8.96,13.12,3.52,0.32,1.28,1.28,20.16,0.64,4.16,102.38,0,2.24,4.16,83.51,1.6,0.32,0,0.32,5.12,27.2,2.88
22Month,0,5.47,0,16.4,0.55,0,1.64,2.19,4.92,10.39,0,123,3.28,0.55,9.29,1.64,3.83,7.11,16.95,1.09,2.19,1.09,0,19.68,0,3.83,90.2,0.55,1.09,1.09,41,2.19,0,0,0.55,6.56,0,1.09
