stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,98.07,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,224.75,32.69,0,0,89.9,61.3,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,9.63,55.63,9.63,0,2.14,0,0,0,9.63,0,0,0,19.26,0,2.14,10.7,11.77,48.14,0,4.28,661.13,51.35,0,0,27.81,1.07,0,4.28,0,0,6.42,0,0,0
21Day,2.68,28.11,21.42,2.68,20.08,0,13.39,0,21.42,0,5.35,5.35,262.35,2.68,0,13.39,21.42,109.76,0,14.72,278.41,24.09,2.68,0,25.43,10.71,0,8.03,0,10.71,2.68,0,0,204.8
3Month,0,3.2,5.12,0,0,0,0.96,0.32,27.2,0,4.8,16.64,4.8,1.28,0,0.96,7.68,5.12,1.28,1.28,0.32,0.32,0.64,0,0,0,2.56,0,0,0,0.32,2.56,1.92,39.35
22Month,0.55,12.57,3.83,0,0,4.37,2.19,0,102.22,2.19,24.6,15.31,25.69,2.73,0,0,41,9.84,0.55,2.19,1.09,0,1.09,0.55,0,0.55,2.19,0.55,0.55,0,0,1.09,0,60.68
