stage,Epithelial.cell,Keratinocyte,Mesenchymal.cell,Neural.progenitor.cell
72hpf,1.06979114146608,0,0,1.06979114146608
21Day,0,0,4.01559926460992,0
22Month,0,1.09330930239487,0,0
