stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,0,0,0,4.09,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,1.07,0,0,0,0,0,1.07,0,0,4.28,1.07,1.07,0,0,0,0,21.4,8.56,0,0,0,1.07,0,0,2.14,0,2.14,0,0,0
21Day,0,0,0,5.35,2.68,4.02,4.02,1.34,1.34,0,0,1.34,0,0,1.34,1.34,1.34,0,0,4.02,0,22.76,2.68,2.68,0,0,1.34,1.34,0,8.03,0,1.34,0,0,5.35
3Month,0.32,2.88,0.32,8.64,0,0,0.64,1.92,2.56,9.28,0.96,0.32,1.92,2.24,2.88,3.2,2.88,0.32,0,0.96,0.32,1.28,0.32,0.64,0.64,0,0,0.96,21.44,0,0,0,0.96,7.68,9.28
22Month,0,0.55,0,2.73,0,0,0,0,1.64,16.95,1.09,0,1.09,0,0,1.09,4.37,0,0.55,0,0,0,0.55,0.55,0,0.55,0,0,1.64,0.55,0.55,0,0,0,2.73
