stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,143.02,200.23,0,318.74,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,81.73,36.78,36.78,690.6,0,0,0,20.43,809.11,3305.9,16.35,0,126.68,0,0,0,0,0,53.12,0,0,0
72hpf,102.7,71.68,0,73.82,36.37,25.67,0,1.07,0,0,2.14,0,0,1.07,0,0,0,35.3,136.93,6.42,300.61,0,31.02,12.84,8.56,2873.46,793.79,12.84,22.47,298.47,8.56,0,127.31,5.35,1.07,55.63,0,0,0
21Day,77.63,14.72,1.34,76.3,6.69,25.43,0,5.35,0,2.68,0,0,0,6.69,0,10.71,8.03,6.69,24.09,8.03,322.59,0,0,17.4,1.34,663.91,269.05,9.37,10.71,203.46,30.79,2.68,36.14,4.02,20.08,9.37,1.34,0,5.35
3Month,1.28,14.4,1.92,58.55,0.96,0,0.96,0.96,0.64,4.48,2.56,0,0,118.7,2.56,1.28,11.52,28.16,3.52,9.28,27.52,2.56,0,9.92,6.72,5.12,7.36,12.48,0.96,2.56,2.56,4.16,0.96,0,0,2.88,6.72,1.92,4.48
22Month,0,57.4,1.09,77.62,1.64,0,3.28,3.28,0,4.92,3.28,5.47,0,217.02,2.73,5.47,6.56,4.37,1.64,12.57,18.04,2.19,4.92,9.29,1.64,4.92,2.73,19.13,3.28,2.19,0.55,4.92,10.39,1.09,0,1.09,1.09,0,1.64
