stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,8.17,0,24.52,4.09,0,0,0,0,0,0,0,8.17,0,4.09,4.09,8.17,65.38,0,0,4.09,85.81,2198.49,0,0,0,0,0,0,4.09,0,0,0,0,0,0
72hpf,19.26,2.14,0,10.7,1.07,16.05,0,0,0,0,0,0,2.14,0,4.28,33.16,2.14,23.54,3.21,1.07,1.07,1700.97,651.5,0,3.21,0,48.14,1.07,0,99.49,1.07,4.28,2.14,0,0,0
21Day,6.69,1.34,1.34,26.77,1.34,21.42,0,6.69,1.34,0,0,0,4.02,6.69,2.68,18.74,1.34,34.8,0,0,0,638.48,349.36,0,2.68,0,13.39,29.45,4.02,32.12,4.02,18.74,1.34,0,0,5.35
3Month,0,0,0,4.16,0,0,0.32,0,1.92,0,2.24,1.28,0,1.6,0,2.24,0.64,3.84,0,2.88,0,11.52,14.4,0.64,0.32,0,0,0.64,14.4,11.52,0,0,0.64,0.64,5.12,1.28
22Month,0,0.55,0.55,3.28,0,0,0.55,0,3.28,1.09,67.24,1.09,0,6.01,0,0,1.64,3.83,3.83,0.55,0.55,3.83,22.96,0.55,0.55,0.55,0,0.55,14.21,115.89,0,0,0,0,0,0
