stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,16.35,16.35,0,0,0,0,8.17,286.05,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,8.56,1.07,2.14,0,0,0,0,0,0,0,2.14,0,6.42,11.77,0,22.47,0,0,2.14,0,133.72,135.86,1.07,0,0,17.12,0,0,8.56,1.07,4.28,0,0,0
21Day,10.71,1.34,0,17.4,4.02,13.39,0,8.03,0,1.34,4.02,2.68,0,8.03,1.34,1.34,5.35,1.34,34.8,0,0,5.35,0,30.79,21.42,0,1.34,0,16.06,1.34,0,8.03,0,1.34,0,0,1.34
3Month,0.32,1.92,1.92,53.43,0.96,0,0.64,2.24,0.64,20.8,7.36,58.55,5.12,2.24,22.4,4.16,15.04,12.48,14.4,3.2,0,5.76,2.24,7.68,2.88,5.44,0.96,0,0.64,2.56,139.5,1.92,0,1.28,4.48,48.63,6.72
22Month,0,1.09,0.55,12.57,0,0,1.09,1.09,0,1.09,16.4,77.08,5.47,5.47,2.73,1.09,3.28,12.03,20.77,0.55,1.64,2.19,0,0.55,1.09,2.19,1.64,1.09,0,0.55,25.69,0,0,0,0.55,0.55,3.83
