stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,24.52,0,151.2,0,0,0,0,0,0,0,0,0,0,4.09,12.26,53.12,3260.95,0,0,0,4.09,36.78,433.16,118.51,0,4.09,0,0,0,0,8.17,0,0,0
72hpf,51.35,85.58,0,29.95,2.14,21.4,0,0,0,0,1.07,0,0,0,7.49,63.12,10.7,2171.68,0,5.35,100.56,0,472.85,172.24,56.7,1.07,655.78,0,0,11.77,0,4.28,0,0,0
21Day,14.72,14.72,1.34,24.09,1.34,6.69,0,1.34,0,0,2.68,0,8.03,4.02,2.68,6.69,4.02,780.36,0,0,176.69,0,152.59,24.09,17.4,0,100.39,13.39,0,1.34,17.4,0,1.34,0,1.34
3Month,10.24,17.6,0,2.24,0,0,0,0,0.64,1.92,5.44,1.92,0,0.96,0,2.88,1.28,93.11,14.72,0.64,42.87,0.96,8.32,0.32,2.88,0,4.48,0.96,4.16,0,0,0,4.16,0.64,1.6
22Month,2.73,5.47,0.55,1.64,0,0,1.09,0,0,2.19,10.93,0,0.55,2.73,0,0.55,0.55,53.03,1.64,0.55,9.84,0,0,0.55,0.55,0,1.09,0.55,9.29,0,0,0,0,0,1.09
