stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,T_cell
24hpf,0,4.09,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,20.43,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,3.21,0,0,0,0,0,0,0,0,8.56,0,0,5.35,4.28,0,0,0,10.7,0,0,1.07,0
21Day,0,0,0,21.42,0,0,0,0,0,0,0,0,10.71,0,0,0,1.34,0,1.34,0,10.71,1.34,1.34,0,2.68
3Month,0.32,1.28,0.64,0,0.32,0,0,0,3.2,0,0.32,0.32,1.92,0,1.92,0,0,0.32,0,0,0,0,0.32,0,0
22Month,0,8.2,2.19,0,0,1.09,0.55,0.55,27.33,0.55,2.19,0,2.73,0.55,0.55,0,0.55,0,0,0.55,0,0,1.09,1.09,0
