stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,12.26,44.95,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,3.21,0,1.07,0,0,75.96,10.7,0,0,6.42,0,0,0,6.42,3.21,0,0,0,0
21Day,0,0,0,13.39,1.34,4.02,2.68,0,1.34,0,0,1.34,0,1.34,0,4.02,0,12.05,0,0,1.34,0,49.53,5.35,0,1.34,2.68,1.34,1.34,2.68,2.68,8.03,1.34,0,0,1.34
3Month,0.32,0.96,0,19.2,0,0,0.32,2.56,0.96,0,32.63,9.28,0,7.68,2.24,8.96,1.6,15.36,2.24,0,1.92,1.28,4.16,0.32,1.6,0.96,0,1.92,11.52,1.6,0,0,0.96,2.88,1.6,0.96
22Month,1.09,4.37,1.09,13.67,0.55,0,1.64,2.73,3.83,11.48,92.38,8.75,4.37,23.51,1.64,1.09,3.83,16.95,1.09,2.73,2.19,0,1.64,0.55,3.28,1.64,0.55,0,6.01,1.09,2.19,0,0,0.55,0,1.09
