stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,5.35,3.21,4.28,0,0,0,0,0,0,0,0,0,2.14,3.21,4.28,14.98,0,0,0,0,414.01,26.74,1.07,16.05,23.54,0,0,2.14,0,0,0,0,0,0
21Day,6.69,0,0,21.42,1.34,2.68,0,0,0,0,0,0,1.34,2.68,0,1.34,10.71,2.68,57.56,0,0,6.69,0,298.49,12.05,0,42.83,24.09,9.37,0,2.68,2.68,2.68,1.34,0,0,1.34
3Month,0,1.92,0,6.08,0,0,0.32,0.64,0.64,21.12,0.32,7.68,1.6,0,2.88,0,6.72,1.92,94.7,14.4,0,2.88,5.12,8.32,1.6,2.56,24.32,0,1.92,16,4.48,0.32,0,0.96,1.6,2.24,0.64
22Month,0,2.19,1.09,6.56,0,0,0,0,0,3.83,1.09,28.97,1.09,0,1.64,0,1.09,3.28,162.36,2.73,1.64,2.73,0,7.65,1.64,2.73,47.56,0.55,0,28.97,8.2,1.64,0,0,0,0,0.55
