stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,8.17,0,0,0,0,8.17,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,3.21,3.21,0,1.07,0,0,0,0,0,0,0,4.28,16.05,1.07,7.49,0,1.07,0,0,213.96,62.05,1.07,2.14,0,5.35,0,0,12.84,2.14,1.07,2.14,0,0,0
21Day,5.35,1.34,0,17.4,1.34,0,0,0,1.34,0,0,1.34,6.69,0,4.02,12.05,2.68,6.69,0,0,0,0,30.79,12.05,0,1.34,0,4.02,1.34,0,0,0,1.34,1.34,0,0,1.34
3Month,0,0.64,0,9.92,0,0.64,0,0.96,3.2,0,13.76,4.16,0,4.8,0.32,2.24,0.96,2.88,0,0,0.64,0.32,1.28,0.32,0.32,0,0,0,0.96,4.8,0.32,0,0,0,0.64,0.64,1.6
22Month,0,4.37,2.73,14.21,0,1.64,0,2.19,48.11,2.73,230.69,7.65,3.28,21.32,0,3.28,20.23,10.39,0.55,9.29,2.19,0,3.28,1.09,1.09,0,4.37,0,1.64,5.47,1.64,1.64,0,0,0.55,0,2.73
