stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,805.02,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,28.6,36.78,0,0,0,53.12,224.75,0,0,0,0,0,0,0,0,57.21,0,0,0
72hpf,1107.23,5.35,0,22.47,8.56,4.28,0,0,0,0,0,0,0,0,2.14,94.14,0,109.12,0,1.07,0,72.75,87.72,0,1.07,27.81,0,0,6.42,0,1.07,0,0,0,0
21Day,1521.91,0,2.68,46.85,0,14.72,0,1.34,2.68,0,1.34,0,6.69,6.69,2.68,61.57,1.34,66.93,0,2.68,0,17.4,38.82,0,0,14.72,13.39,1.34,5.35,1.34,26.77,2.68,0,0,1.34
3Month,18.88,1.6,0.32,10.88,0,0,0,0.32,1.28,0,4.48,0.96,0,4.16,0,18.56,2.56,6.08,4.48,1.28,0,4.8,0.32,0,0,0,0.64,26.56,0,0,0,0,0.64,0.96,1.6
22Month,2.73,4.92,0.55,2.73,0,0,0.55,0.55,1.64,2.19,16.95,0.55,0,5.47,0,19.68,20.77,15.31,0,0,0.55,0,0,0.55,1.09,0.55,0,12.57,0.55,0,0,0,0.55,0,0.55
