stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,77.64,0,0,0,0,12.26,649.74,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,14.98,1.07,0,16.05,10.7,4.28,0,1.07,0,0,0,0,0,2.14,0,2.14,13.91,0,87.72,0,1.07,4.28,0,196.84,274.94,1.07,1.07,83.44,0,0,58.84,0,1.07,6.42,0,0,0
21Day,22.76,0,6.69,46.85,9.37,24.09,0,5.35,0,1.34,0,2.68,2.68,26.77,5.35,2.68,17.4,8.03,258.34,0,0,17.4,0,176.69,198.1,1.34,2.68,97.71,21.42,1.34,30.79,1.34,17.4,1.34,0,0,22.76
3Month,0,1.28,0.32,28.48,0.64,0,0,0.96,0.32,3.52,0,22.72,4.8,0.96,6.4,0.96,10.24,3.84,18.24,4.16,0,1.28,2.88,0.96,0.96,1.92,0.64,2.56,0.64,6.08,0.96,0,0,0.32,3.2,1.92,18.56
22Month,0.55,3.28,0,2.73,0,0,0.55,0,1.09,1.09,0,61.23,1.09,3.83,6.01,0,1.64,7.11,15.31,0.55,1.09,0.55,0,0.55,1.64,1.09,2.73,1.64,0.55,1.09,1.64,0,0,0,0,0,9.84
