stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,0,0,0,0,0,0,0,0,0,0,28.6,0,0,12.26,0,0,0,4.09,0,179.8,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,8.56,11.77,0,0,0,0,0,0,0,0,0,3.21,4.28,0,28.88,0,0,1.07,4.28,6.42,20.33,0,0,16.05,0,1.07,0,1.07,1.07,0,0,0
21Day,4.02,0,0,28.11,8.03,0,0,0,0,0,1.34,0,1.34,2.68,0,9.37,1.34,37.48,0,0,4.02,0,8.03,8.03,0,0,17.4,1.34,4.02,1.34,0,1.34,0,0,0
3Month,0,0.96,1.6,63.35,0.96,0.32,0,4.16,1.6,0,12.8,1.92,0,4.8,12.8,3.2,0.96,6.08,0.96,0,3.84,5.12,6.4,0,1.6,0,0.64,1.6,108.46,0.64,0,0.96,0.96,370.82,0.64
22Month,0,3.83,2.73,61.77,0,0,0.55,1.64,0.55,2.73,49.75,1.09,0.55,10.39,3.28,0.55,4.37,15.31,0,1.64,3.28,1.09,1.09,0,4.37,0.55,0,1.09,50.84,0,0,0.55,0.55,3.28,0.55
