stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,134.85,147.11,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,6.42,0,16.05,2.14,21.4,0,0,0,0,1.07,0,0,1.07,4.28,22.47,4.28,29.95,0,1.07,1.07,0,2385.63,123.03,17.12,17.12,33.16,0,0,20.33,2.14,2.14,0,0,0
21Day,10.71,1.34,1.34,26.77,1.34,12.05,4.02,0,2.68,0,1.34,0,2.68,1.34,4.02,12.05,8.03,20.08,0,0,2.68,0,609.03,24.09,14.72,8.03,4.02,13.39,0,4.02,6.69,10.71,0,1.34,1.34
3Month,0,1.92,0.32,13.44,0.32,0,0,2.88,2.24,0,24.64,3.2,0,5.44,0.32,2.88,2.24,5.76,0.64,0,1.6,2.56,33.91,2.24,141.42,0.96,0.32,1.92,17.92,1.28,0,0,0.64,9.92,0.32
22Month,0,3.28,1.09,5.47,0,0,0,3.83,1.09,3.28,38.27,1.64,0,4.92,0,0,2.19,8.2,0,1.09,0.55,0.55,43.19,0.55,147.05,3.28,0.55,0,25.69,7.11,0,0,0,0,2.19
