stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,12.26,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,24.52,57.21,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,110.19,3.21,0,40.65,32.09,3.21,0,2.14,0,0,0,1.07,0,0,0,0,4.28,29.95,2.14,34.23,0,0,3.21,0,75.96,74.89,4.28,1.07,21.4,0,0,1.07,1.07,0,0,0,0
21Day,190.07,13.39,0,42.83,14.72,5.35,0,0,0,1.34,0,0,6.69,0,5.35,2.68,1.34,5.35,1.34,49.53,0,0,24.09,0,25.43,57.56,0,8.03,10.71,2.68,1.34,1.34,0,4.02,0,0,1.34
3Month,8.96,12.16,0.32,61.11,1.92,0,0.32,0,0.96,3.84,1.28,0,15.04,3.52,1.28,3.52,1.6,6.4,1.6,20.48,2.24,0,5.44,0.64,21.76,1.6,1.6,14.08,0.32,1.92,5.12,1.92,0,0,4.8,2.24,2.88
22Month,2.19,25.69,1.09,116.44,5.47,0,1.64,0,1.09,8.2,3.83,0,87.46,3.83,12.03,7.11,0.55,4.37,10.93,27.88,0,2.73,5.47,0,30.61,3.28,2.73,60.68,0,0.55,12.57,10.39,0,0,2.19,0,4.37
