stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,20.43,0,0,0,0,0,147.11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,2.14,0,3.21,4.28,3.21,0,0,0,0,0,0,0,0,4.28,2.14,1.07,16.05,0,0,0,0,69.54,32.09,1.07,1.07,16.05,0,0,3.21,1.07,0,2.14,0,0,0
21Day,6.69,0,1.34,24.09,0,2.68,0,10.71,0,0,1.34,0,2.68,0,2.68,6.69,6.69,13.39,0,0,0,0,18.74,5.35,0,0,4.02,1.34,0,4.02,0,1.34,1.34,0,0,0
3Month,0,0.32,0,8,0,0,0.32,0,1.6,2.24,10.56,0.64,0.96,6.08,0.64,2.56,2.24,2.56,1.6,0,1.92,0.32,0.96,0,0.96,0.32,0,0,11.2,0,0,0,0,1.6,3.84,2.24
22Month,0,1.09,0.55,1.09,0,0,0,0,0,1.64,18.59,0.55,1.09,5.47,0.55,0.55,4.92,4.37,0,0.55,1.09,0,0.55,0,0.55,0,0,0,2.73,0,0,0,0,0.55,0,0
