stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,20.43,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,4.28,6.42,0,0,0,0,0,0,0,0,0,6.42,3.21,3.21,81.3,0,0,0,1.07,26.74,33.16,0,3.21,0,85.58,0,0,4.28,0,0,2.14,0,0
21Day,4.02,0,0,36.14,0,6.69,0,2.68,0,0,0,2.68,0,2.68,0,1.34,14.72,4.02,25.43,0,0,0,0,12.05,28.11,0,5.35,0,24.09,1.34,1.34,0,1.34,1.34,0,0,0
3Month,0,0.96,0.32,6.4,0,0,0.32,0,0.32,0.32,0,50.23,13.76,0.32,3.52,1.6,1.6,33.27,3.84,0.96,0,0,0.32,0.32,0.32,0.32,1.28,0,0.32,1.6,21.76,0,0,0,1.6,14.4,3.2
22Month,0,3.83,1.09,34.99,0.55,0,0.55,0,9.84,2.73,18.59,299.02,2.73,4.37,44.28,0.55,2.19,34.99,22.96,0,2.19,0.55,0,1.09,3.28,1.09,7.65,2.19,0.55,0,17.49,1.09,1.64,0,5.47,0,1.09
