stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,3.21,0,4.28,3.21,6.42,0,2.14,0,0,0,0,0,0,0,1.07,20.33,1.07,14.98,0,1.07,0,1.07,710.34,74.89,31.02,0,20.33,0,1.07,9.63,0,0,0,0
21Day,1.34,0,1.34,13.39,0,6.69,0,0,0,0,0,1.34,0,0,1.34,0,1.34,0,9.37,0,0,0,0,214.17,13.39,21.42,0,5.35,4.02,5.35,1.34,12.05,0,0,1.34
3Month,0.32,0.64,0.32,4.8,0.32,0,0,0,0.32,1.28,0,9.6,0.96,0.32,3.52,0.32,1.6,1.6,13.44,2.56,0,1.28,1.92,1.28,0.64,51.83,0.32,0.64,1.6,218.21,0,0,1.92,38.07,0.64
22Month,0,1.09,0,1.09,0,0,1.09,0,0,0.55,0.55,6.01,1.09,0,1.64,0,0,2.19,23.51,0.55,0.55,1.64,0,14.21,0,16.95,0,0,0,60.68,0,0,0,0,0.55
