stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,28.6,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,50.28,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,3.21,4.28,0,0,1.07,0,0,0,0,0,0,0,0
21Day,2.68,68.27,0,10.71,2.68,0,2.68,0,0,0,1.34,0,1.34,0,0,2.68,0,6.69,0,0,0,0,0,5.35,0,0,2.68,1.34,0,0,0,0,0,0,1.34
3Month,0.64,229.4,0.96,11.52,0,0.32,8,2.56,2.56,0,18.88,5.76,1.28,6.08,0.64,3.2,3.52,8,0.32,0.32,0.64,0.32,0,0.32,0.96,0,0.32,2.88,0.32,10.56,0.64,0,230.04,8,3.2
22Month,0.55,413.27,1.64,5.47,0,1.09,6.56,0.55,3.83,2.73,24.05,1.64,1.09,3.28,1.09,0.55,1.64,7.65,0,1.09,1.64,1.09,0.55,0,0.55,0.55,0.55,0,0,3.83,0.55,0.55,33.35,0,0.55
