stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Radial_glia,Smooth_muscle_cell,T_cell
24hpf,0,12.26,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,8.56,0,1.07,0,2.14,0,4.28,0,0,0,0
21Day,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,13.39,0,1.34,0,0,0,9.37,4.02,0,0,0
3Month,0.32,0.32,0,3.2,0,0.32,0,0.32,0,7.36,0.96,0,2.24,0.96,0.64,3.52,0,0.32,0.32,0,0,0.32,0.64,0,5.44,0.64
22Month,0,1.64,1.09,4.92,0,0,0.55,3.28,2.73,61.23,0,0.55,4.37,2.73,2.19,8.75,1.64,1.09,0,0,0.55,0,0.55,7.11,2.19,2.73
