stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,9.63,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,0,5.35,17.12,39.58,0,0,0,0,8.56,4.28,0,0,0,18.19,0,0,0,0,0,2.14,0,0,0
21Day,8.03,12.05,0,6.69,1.34,2.68,0,1.34,0,0,2.68,0,0,9.37,33.46,0,1.34,4.02,103.07,163.3,0,0,14.72,0,9.37,5.35,0,0,0,13.39,6.69,0,0,1.34,5.35,9.37,0,0,50.86
3Month,0,18.24,0.32,7.68,0,0,1.28,0,0.32,0.32,7.04,0.32,9.6,80.31,1.6,3.52,0.32,1.92,119.98,20.48,0.96,0,4.16,0.64,0.64,0.64,0,0.64,0,0,0.64,0.32,5.76,0,0,0,2.24,72.31,75.19
22Month,0.55,91.29,0.55,4.37,0,0,0,0,0,0,37.72,0.55,18.59,28.43,6.01,1.64,0.55,1.09,142.68,11.48,0.55,0.55,2.19,0,0,0,0.55,0,0.55,0,0.55,0,2.19,0.55,0,0.55,0,0.55,55.76
