stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,16.35,0,0,0,4.09,0,0,0,0,0,0,0,0,0,44.95,4.09,24.52,0,0,0,0,122.59,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,1.07,19.26,0,3.21,0,0,0,5.35,1.07,0,0,0,6.42,0,0,1.07,1.07,0,4.28,0,0
21Day,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,2.68,1.34,4.02,0,0,0,4.02,0,0,0,0,1.34,0,0,0
3Month,0,0.64,0,1.28,0,0,0,0.64,0,0.32,1.6,0,3.52,0.32,1.28,1.28,0.32,0.96,3.52,2.88,0.64,0,0.32,0,0,0,0,0,1.28,0.32,14.08,0,0,0,0,0.96,0.64
22Month,0.55,6.56,0.55,10.39,0.55,0,2.19,2.73,0.55,3.28,15.31,12.03,75.98,2.73,1.64,7.65,1.09,2.19,3.83,9.84,0.55,2.73,0.55,1.64,0,1.64,0.55,692.61,0.55,0,4.37,0.55,0,0,0,0,2.19
