stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,0,0,0,69.47,93.99,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,53.49,7.49,0,32.09,10.7,49.21,0,0,0,1.07,1.07,0,0,1.07,0,19.26,88.79,12.84,65.26,2.14,4.28,1.07,5945.9,344.47,11.77,18.19,75.96,4.28,0,39.58,2.14,6.42,4.28,0,0,0
21Day,22.76,0,4.02,34.8,6.69,61.57,0,5.35,0,1.34,0,6.69,0,6.69,10.71,2.68,28.11,8.03,52.2,0,9.37,0,1845.84,62.91,13.39,13.39,24.09,53.54,0,21.42,10.71,28.11,8.03,0,0,9.37
3Month,0,0.32,0,1.6,0.32,0,0,0,0.32,0.32,0,4.8,0.96,0,0.64,1.28,0.96,0.96,0.64,0,0.64,0,12.48,0.32,12.48,0.32,0,0.32,1.92,0,0,0,0.32,0.64,6.08,6.4
22Month,0,0.55,0.55,1.64,0,0,0.55,0,0.55,1.64,0.55,41,0.55,1.64,3.83,0,0,0.55,2.19,0.55,1.09,0,32.25,3.83,27.33,0.55,0,0,4.37,2.73,3.28,0,0,0,0,3.83
