stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,0,0,24.52,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,4.09,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,77.02,1.07,0,51.35,8.56,5.35,0,0,0,0,0,0,0,0,0,0,0,2.14,119.82,2.14,7.49,0,2.14,0,0,394.75,12.84,2.14,0,9.63,0,0,0,1.07,0,1.07,0,0,0
21Day,133.85,2.68,2.68,95.04,13.39,16.06,0,1.34,0,0,0,0,0,5.35,0,1.34,10.71,4.02,151.25,8.03,41.49,0,0,1.34,1.34,187.39,8.03,2.68,0,12.05,29.45,4.02,4.02,4.02,1.34,0,0,0,8.03
3Month,6.4,4.8,7.68,94.7,3.52,0,1.28,1.6,0.32,8,6.72,0,0,114.54,12.16,0.64,136.62,5.12,207.65,21.76,8.64,1.92,0.32,7.68,2.56,3.52,0.64,9.92,0,0.32,28.8,134.38,0.32,0,0,0.32,4.16,75.83,7.68
22Month,1.64,4.92,7.11,25.69,0.55,0,1.64,0,0.55,6.56,6.01,2.73,0,365.71,3.28,1.09,105.5,2.73,45.37,20.23,10.39,1.64,7.65,7.11,2.19,7.65,0,14.21,3.28,0.55,11.48,48.65,1.64,0.55,0,0,2.19,0,5.47
