stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2435.5,65.38,0,13358.46,24.52,12.26,0,8.17,0,0,0,0,16.35,8.17,0,0,0,326.91,130.76,81.73,2529.48,4.09,4.09,81.73,245.18,13959.16,24.52,0,0,44.95,0,0,0,0,0,257.44,0,0,0
72hpf,949.97,65.26,0,5542.59,374.43,99.49,0,5.35,0,0,2.14,0,0,4.28,0,2.14,1.07,594.8,3176.21,39.58,935,38.51,23.54,74.89,6088.18,2380.29,28.88,8.56,0,281.36,1.07,1.07,185.07,9.63,5.35,181.86,0,0,0
21Day,891.46,18.74,14.72,4629.99,136.53,168.66,0,34.8,0,1.34,1.34,24.09,0,22.76,2.68,56.22,32.12,151.25,1074.84,135.19,689.34,12.05,85.67,25.43,3217.83,1023.98,49.53,9.37,0,182.04,194.09,0,116.45,22.76,66.93,65.59,1.34,0,32.12
3Month,5.76,20.8,0.32,189.41,1.28,0,0.96,0,0,8,4.16,1.28,0,7.04,1.92,0.32,3.84,5.76,83.83,44.79,11.2,0.32,4.16,60.47,8.32,3.84,4.48,3.2,0,0.96,1.28,5.12,0.96,0.32,0,3.84,30.4,1.6,3.52
22Month,0.55,36.08,4.92,230.69,0.55,0,1.09,0,0.55,20.77,4.37,192.42,0,30.07,3.83,0.55,4.92,2.19,32.25,30.61,11.48,2.19,4.92,6.56,3.83,2.19,9.84,2.73,1.64,0,0,1.09,0,0.55,0,2.73,9.84,0,1.09
