stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,0,0,0,0,0,0
21Day,8.03,2.68,0,93.7,1.34,72.28,0,4.02,0,2.68,0,5.35,0,0,4.02,12.05,46.85,6.69,104.41,0,0,4.02,1.34,24.09,14.72,2.68,4.02,0,24.09,5.35,0,16.06,8.03,6.69,0,0,0
3Month,0.32,8.32,1.92,70.71,0,0,0.32,0.32,2.24,3.2,0,109.74,5.44,0.96,44.79,5.12,13.12,4.48,30.08,8.96,0,4.8,4.48,1.92,0.64,13.12,0.96,0,0,1.28,3.2,1.6,0,0.64,5.76,0.32,0.96
22Month,0,17.49,0.55,50.29,0.55,0,6.01,0,6.01,8.75,5.47,317.61,4.37,2.73,10.93,6.56,7.11,6.56,39.36,2.73,29.52,4.37,1.09,1.09,1.09,17.49,6.01,0.55,1.09,1.09,0,2.73,0,2.73,4.37,0,1.64
