stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,6.42,0,0,0,0,0,0,0,0,0,1.07,5.35,2.14,472.85,0,0,0,0,16.05,6.42,0,1.07,25.67,0,0,0,0,0,10.7,0,0,0
21Day,8.03,1.34,0,17.4,5.35,0,1.34,0,0,0,5.35,1.34,2.68,0,1.34,9.37,1.34,1578.13,0,0,10.71,0,24.09,22.76,0,1.34,321.25,12.05,0,4.02,4.02,1.34,6.69,0,0,2.68
3Month,0.64,5.44,1.6,59.19,0,1.28,1.6,8.32,14.72,0,54.07,23.68,0.64,12.16,2.56,19.2,6.72,3884.18,6.08,0.32,2.56,4.16,1.6,0.64,9.92,1.28,128.3,7.36,17.92,4.8,0.32,0,2.56,5.12,3.84,9.92
22Month,0,4.37,0,15.31,0,0.55,0,1.09,9.29,2.73,150.88,2.19,1.09,15.31,0.55,3.28,3.28,399.06,0.55,7.11,1.64,0,0,0,0.55,0,19.13,0,4.92,2.73,0,0,2.73,0,0,4.92
