stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,69.47,0,0,0,0,69.47,441.33,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,25.67,7.49,0,17.12,6.42,4.28,0,2.14,0,2.14,0,0,0,2.14,0,2.14,24.61,5.35,59.91,0,2.14,2.14,2.14,691.09,273.87,0,5.35,0,48.14,1.07,0,23.54,4.28,2.14,6.42,0,0,0
21Day,20.08,4.02,1.34,49.53,2.68,9.37,0,4.02,0,5.35,0,0,1.34,12.05,4.02,4.02,36.14,9.37,69.6,0,0,8.03,1.34,174.01,96.37,4.02,5.35,0,30.79,12.05,0,13.39,4.02,8.03,1.34,0,0,2.68
3Month,0,3.52,1.6,32.31,0,0,0.32,0.96,4.8,12.16,0,28.16,27.84,3.2,8.96,4.48,9.92,12.8,11.2,4.48,0.32,4.48,0.96,1.92,0,1.6,1.6,0,0,2.24,14.4,0.64,0,0,0,2.24,0.64,12.48
22Month,0,3.28,3.28,16.4,0,0,2.73,0,1.64,30.07,5.47,108.24,10.93,3.83,11.48,1.09,3.28,16.4,10.39,0,2.73,3.28,0.55,1.09,0,1.64,1.64,0.55,0.55,0.55,1.09,2.73,0.55,0,0,1.09,0.55,2.19
