stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,24.52,0,0,0,0,73.56,392.29,0,0,0,0,0,0,0,0,0,0,0
72hpf,54.56,7.49,22.47,13.91,40.65,0,2.14,0,1.07,0,0,0,0,1.07,9.63,59.91,8.56,139.07,0,3.21,4.28,0,5477.33,556.29,5.35,3.21,100.56,1.07,0,97.35,6.42,10.7,16.05,0,0
21Day,6.69,0,14.72,6.69,18.74,0,1.34,0,2.68,0,0,1.34,9.37,1.34,0,5.35,0,97.71,0,0,2.68,0,853.98,104.41,1.34,1.34,18.74,20.08,0,13.39,0,9.37,1.34,0,0
3Month,0,0,2.88,0.32,0,0,0,0.32,1.6,0,8.64,1.28,0,3.52,0,0.64,0,27.52,5.44,0,0.32,0.32,1.6,1.6,0.64,0,0,0,4.8,1.28,0,0,1.92,2.24,1.6
22Month,0,2.73,2.19,0,0,0.55,0,0.55,4.92,0.55,40.45,1.09,0.55,4.92,0,0,2.73,8.2,0.55,0.55,1.09,0.55,4.92,0.55,3.28,1.64,0,0,24.05,1.09,0,0,0,0,1.64
