stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,8.17,4.09,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56,4.28,0,0,0,0,1.07,1.07,0,0,0,0
21Day,0,0,0,0,4.02,0,0,0,0,0,0,0,0,1.34,1.34,0,5.35,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0
3Month,0.96,0,0.64,69.43,0,0.64,0.96,3.2,2.24,7.68,2.24,0.32,2.88,1.28,1.92,1.92,0.96,0.64,0.32,3.2,9.92,1.92,0.32,2.24,0,0,1.28,89.91,0,0,0.32,13.76,13.44
22Month,0,0.55,0,15.85,0,1.09,0,2.73,15.85,21.32,2.73,0.55,1.09,0,1.09,2.19,3.83,0,1.64,15.31,0,1.09,1.09,3.28,0.55,29.52,0,38.81,0,0.55,0,0.55,4.92
