stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,1.07,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,2.14,2.14,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,70.94,1.34,0,0,0,0,0,0,0,1.34,1.34,1.34,2.68,191.41,0,5.35,0,0,1.34,0,5.35,0,0,0,0,2.68,0,0,0,2.68,0,0,0,1.34
3Month,0.32,1.6,3.2,393.86,0,2.24,0,0.32,13.44,18.56,0,75.83,14.72,0.32,45.75,10.24,12.48,6.4,7.68,2.24,1.28,2.88,2.88,1.6,0.32,1.92,0,0,2.56,8.96,0.32,0,0,0,3.2,3.2,7.68
22Month,1.09,12.03,13.12,170.56,0,4.37,1.64,0,10.39,27.33,5.47,280.43,10.39,6.56,189.69,4.92,5.47,21.87,24.05,0.55,8.75,8.2,0,2.19,0.55,7.11,2.73,1.09,1.64,3.83,0,1.09,0,1.09,3.28,0,8.2
