stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,8.56,1.07,0,0,0,0,0,0,0,2.14,9.63,0,33.16,0,0,2.14,7.49,5.35,0,0,38.51,0,3.21,0,0,4.28,0,0
21Day,25.43,5.35,4.02,1.34,0,0,0,4.02,1.34,2.68,0,2.68,0,76.3,0,0,8.03,5.35,5.35,0,0,44.17,1.34,0,0,1.34,2.68,0,0
3Month,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Month,1.64,24.6,10.39,0,0.55,1.09,24.6,53.03,0.55,0.55,1.64,0.55,3.83,33.35,1.64,0.55,9.29,0,0,0.55,0.55,2.73,0,0,0.55,0,0.55,2.19,0.55
