stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,40.86,12.26,0,36.78,0,4.09,0,0,0,0,0,0,0,0,16.35,20.43,28.6,93.99,0,4.09,0,69.47,5716.88,0,0,8.17,0,0,0,0,0,0,0
72hpf,7.49,1.07,0,7.49,1.07,17.12,0,0,0,0,0,0,0,0,6.42,22.47,1.07,26.74,0,0,1.07,118.75,655.78,0,7.49,37.44,0,0,357.31,0,3.21,0,0
21Day,2.68,0,0,22.76,0,0,0,0,0,0,1.34,0,2.68,1.34,0,2.68,0,4.02,0,0,2.68,5.35,65.59,1.34,0,4.02,2.68,0,123.15,2.68,0,0,0
3Month,0.32,0.96,0,6.4,0,0,0,0.64,1.28,0.32,3.84,2.88,0.32,0.64,0,1.92,2.56,2.88,0.64,0.32,0.32,0.32,1.28,0,0,0,0.32,4.48,1.92,0,0,0.64,1.28
22Month,0,3.28,1.09,6.56,0,0,0.55,0.55,0.55,1.09,20.77,1.09,0.55,3.83,0.55,1.09,3.83,3.83,0,3.83,0.55,0,1.64,1.09,0.55,0,0,4.37,4.92,0,0,0,0.55
