stage,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,1.07,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,21.4,8.56,1.07,0,0,0,2.14,0,0,0,0
21Day,0,1.34,2.68,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,1.34,0,1.34,0,0,0,0,0,0,0
3Month,0.32,24.96,0,0,0.32,0.32,0.32,2.24,3.2,10.24,2.24,0.96,5.12,2.24,0.64,2.24,2.24,0.64,0.96,0.32,1.92,0,0.32,0.32,1.92,11.2,0.32,0.32,0.64,650.46,2.56
22Month,0,2.19,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.55,0,0,0,0.55,0
