stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,318.74,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,32.69,8.17,73.56,0,0,0,0,36.78,273.79,0,0,0,12.26,0,0,0,0,4.09,0,0,0
72hpf,11.77,0,0,253.54,1.07,2.14,0,0,0,0,0,0,0,1.07,0,1.07,0,20.33,156.19,1.07,49.21,0,0,0,1.07,18.19,22.47,0,2.14,0,43.86,1.07,0,2.14,0,1.07,0,0,0
21Day,40.16,2.68,14.72,232.9,0,22.76,0,10.71,0,4.02,0,0,0,8.03,0,4.02,37.48,0,140.55,5.35,365.42,0,0,17.4,0,26.77,16.06,1.34,0,0,303.85,14.72,1.34,6.69,9.37,6.69,0,0,8.03
3Month,1.92,11.84,7.36,440.89,0.64,0,2.88,0.96,6.72,41.59,27.2,0.32,0,41.91,10.56,0.96,76.47,4.8,643.42,14.4,345.23,365.06,0.32,13.44,5.76,3.2,1.28,3.52,2.24,0,1.92,8,217.57,0.64,0,0.96,5.76,16.32,9.28
22Month,2.73,22.41,32.25,91.84,0,0,11.48,0,10.39,40.45,22.96,7.11,0,291.37,3.28,8.2,142.68,1.09,109.88,37.72,928.77,66.69,7.11,24.6,0.55,2.19,2.19,3.28,4.92,3.83,9.29,1.64,115.89,4.92,0,1.64,0,0,3.28
