stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,28.6,0,24.52,4.09,0,0,0,0,0,0,4.09,0,0,0,0,24.52,8.17,4.09,53.12,0,0,4.09,0,73.56,678.34,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,29.95,21.4,0,22.47,6.42,11.77,0,0,0,1.07,0,0,0,0,2.14,0,34.23,48.14,1.07,97.35,0,3.21,10.7,1.07,1554.41,377.64,6.42,18.19,0,112.33,1.07,0,83.44,8.56,7.49,46,0,0,0
21Day,30.79,5.35,6.69,32.12,8.03,36.14,0,0,0,2.68,0,0,2.68,1.34,4.02,0,89.68,20.08,9.37,113.78,0,0,13.39,0,457.78,109.76,6.69,36.14,0,54.88,6.69,8.03,21.42,5.35,6.69,1.34,0,0,1.34
3Month,0.32,11.2,0.32,40.31,1.28,0,0.32,1.28,6.4,3.84,0.96,0,83.51,17.28,0.32,7.04,40.95,9.6,12.8,36.47,5.76,0.32,4.48,2.88,10.88,1.6,10.88,41.59,0,0.96,3.2,191.97,3.52,0,0,1.92,8.96,86.71,5.12
22Month,0,20.77,9.84,36.08,0,0,0.55,0,12.03,8.2,13.67,0,151.97,1.64,1.64,16.4,17.49,6.56,16.4,33.35,1.09,2.19,2.73,0,16.95,1.64,19.68,62.32,1.09,1.64,0,65.6,13.67,3.28,0,0,2.73,1.09,1.09
