stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,122.59,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,568.01,4.09,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,204.33,0,0,35.3,2.14,0,2.14,0,7.49,0,0,0,9.63,0,6.42,69.54,144.42,3.21,0,2.14,0,0,26.74,7.49,0,0,5.35,0,0,0,0,0,0,0,0,0,0
21Day,10.71,60.23,2.68,22.76,10.71,10.71,0,4.02,1.34,17.4,0,0,32.12,119.13,2.68,1.34,36.14,299.83,13.39,0,0,1.34,0,13.39,4.02,0,0,4.02,17.4,0,0,0,4.02,4.02,0,0,0,74.96
3Month,0.96,69.75,1.28,15.04,5.76,0,0.96,1.28,2.56,98.54,0,23.68,442.49,20.16,14.4,0.64,29.76,409.86,9.6,2.24,0.32,3.52,2.24,2.56,0,1.6,0.96,0.32,7.68,0.64,12.48,0.96,0,0,0.32,2.88,9.92,160.29
22Month,0.55,78.17,1.64,2.73,5.47,0,2.19,0,1.09,138.3,0.55,38.81,178.21,20.77,4.37,0,13.12,553.21,4.92,0,2.73,1.09,0,0,0,1.09,1.09,0,1.64,0,15.85,0,1.64,0,0,0.55,0,64.51
