stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,8.17,126.68,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,3.21,0,10.7,1.07,4.28,0,0,0,0,0,0,0,2.14,0,3.21,19.26,0,21.4,0,0,0,0,550.94,50.28,0,0,11.77,0,0,3.21,8.56,9.63,12.84,0,0,0
21Day,2.68,5.35,0,25.43,0,14.72,0,4.02,0,0,0,0,1.34,4.02,4.02,2.68,8.03,4.02,33.46,0,0,1.34,0,491.24,10.71,1.34,0,10.71,10.71,5.35,6.69,2.68,5.35,1.34,0,1.34,4.02
3Month,0,0.32,0.32,7.04,0,0,0.32,0,0.64,1.6,0.32,7.68,1.6,0.32,3.84,0.32,2.56,16,20.16,1.28,0,1.28,1.6,12.16,0.32,7.36,0.64,0,2.56,330.19,0.96,0.32,0,0,3.2,12.48,1.28
22Month,0,1.64,0,1.09,0,0,0.55,0,0,1.64,82.54,18.59,0,0,2.73,0,0.55,4.92,24.05,0,0.55,0.55,0,11.48,1.09,13.12,0.55,1.09,0.55,65.05,4.92,0,0,0,0,0,3.28
