stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,4.09,0,0,0,12.26,0,0,0,0,0,20.43,4.09,49.04,0,0,0,0,4.09,237.01,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,1.07,1.07,0,0,0,0,0,0,0,0,0,0,3.21,10.7,1.07,4.28,0,0,0,0,38.51,31.02,1.07,0,0,4.28,0,0,2.14,0,0,0,0,0
21Day,1.34,0,0,38.82,0,1.34,0,0,0,0,0,0,0,0,4.02,0,1.34,17.4,2.68,8.03,0,0,2.68,0,6.69,12.05,1.34,0,0,1.34,1.34,10.71,0,0,1.34,0,1.34,1.34
3Month,0.32,0.64,0,26.24,0.32,0,0.64,0,1.6,1.6,0.32,0,8.64,1.92,0.64,2.88,0.96,6.72,2.56,2.24,0.64,0,0.96,0.64,1.6,0,6.08,0.64,0,0,2.24,237.72,0.64,0.32,0,2.56,17.28,3.84
22Month,0,0,1.09,7.11,0,0,0,0,2.19,2.73,1.64,0,12.03,0,1.64,5.47,0.55,3.28,2.73,1.09,0,0.55,0,0,1.64,0,3.83,0,20.77,0,0,104.96,0,0.55,0,0.55,0,0
