stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,36.78,0,0,8.17,0,0,0,0,0,0
72hpf,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,0,0,27.81,19.26,0,0,2.14,0,0,1.07,0,0,0
21Day,2.68,0,0,4.02,0,4.02,0,0,0,0,0,0,0,1.34,0,0,4.02,2.68,8.03,0,2.68,0,9.37,6.69,0,0,5.35,0,1.34,0,0,0,0
3Month,0.32,0.64,0,10.88,0,0,0,0.64,3.52,0.64,0,8.32,0.32,0.32,3.2,1.28,4.16,1.6,5.12,1.6,2.24,0.32,1.28,0.32,0.32,0.96,0,0.64,19.52,0.32,1.28,4.8,2.56
22Month,0,0.55,0.55,4.37,0.55,0,0.55,0,0.55,2.19,2.73,24.6,0,0,7.11,0,0.55,0.55,7.11,0.55,0,0,0,0,0,0.55,0,0,2.19,0.55,0,0,0.55
