stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,81.73,12.26,0,20.43,0,0,0,0,0,12.26,0,0,0,0,0,4.09,20.43,32.69,0,0,0,89.9,7020.44,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,129.44,21.4,0,65.26,12.84,98.42,2.14,0,1.07,0,1.07,0,2.14,0,26.74,165.82,13.91,99.49,0,4.28,2.14,6563.17,12826.8,1.07,2.14,193.63,2.14,0,180.79,77.02,40.65,6.42,0,0
21Day,33.46,6.69,4.02,50.86,0,99.05,8.03,0,1.34,0,8.03,4.02,24.09,17.4,5.35,37.48,22.76,78.97,0,1.34,9.37,2084.1,2346.45,2.68,1.34,30.79,62.91,0,32.12,62.91,48.19,8.03,0,16.06
3Month,0,0,0.64,5.44,0.32,0,0,0.96,1.6,0,7.04,1.6,0,3.84,0.32,1.28,0.96,3.84,0.64,0,0.64,16.64,19.52,0.64,0,0,0,3.84,0.96,0.32,0,0,0.96,1.6
22Month,0,0,1.09,2.19,0,0,0,0,3.28,0,19.68,1.09,0,2.19,0,0.55,1.09,0.55,0.55,0,0,21.32,3.28,0.55,0,0,0,2.19,9.84,1.09,0,0,0,1.09
