stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,8.17,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,73.56,0,0,4.09,339.17,20.43,0,0,0,0,0,0,0
72hpf,0,1.07,2.14,0,0,0,0,0,0,0,1.07,0,1.07,10.7,0,5.35,0,0,6.42,6.42,7.49,0,0,5.35,2.14,0,0,0
21Day,0,0,4.02,1.34,0,0,0,1.34,0,0,0,0,0,2.68,9.37,8.03,0,0,0,1.34,1.34,0,1.34,0,0,0,0,0
3Month,0.32,0,9.28,0,0.64,0,0.32,8.64,0,1.92,0.64,1.6,1.28,3.52,4.48,2.88,0.32,11.2,0.32,0.32,0,0.64,13.76,0,0,0.96,0.64,0.32
22Month,0,0.55,9.29,0,0,0.55,0,14.21,0,4.37,0.55,0.55,1.09,0,6.56,1.09,0,5.47,0,0,0,0,18.59,0.55,0,0,0,0.55
