stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,4.09,0,4.09,0,0,0,0,228.84,0,0,0,0,4.09,8.17,12.26,16.35,0,0,0,0,0,53.12,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,40.65,9.63,4.28,0,0,0,1.07,5.35,0,0,0,0,1.07,0,86.65,12.84,0,2.14,0,26.74,1.07,5.35,88.79,11.77,3.21,0,0,6.42,4.28,2.14,1.07,44.93,35.3,0,0,0
21Day,2.68,0,30.79,96.37,30.79,6.69,0,8.03,0,8.03,21.42,1.34,0,18.74,0,4.02,65.59,1.34,14.72,8.03,14.72,0,1.34,9.37,0,40.16,5.35,14.72,0,0,8.03,12.05,4.02,0,69.6,131.18,0,0,2.68
3Month,0.96,6.08,27.52,199.33,6.4,0,4.16,0.64,0.32,235.48,181.41,0,0,960.81,13.76,0.32,417.85,14.4,11.84,15.36,18.56,4.8,1.28,93.43,34.23,7.68,0.96,37.43,2.24,0,0.96,14.72,63.35,1.28,2.24,0,8,17.28,11.52
22Month,0.55,4.37,27.88,117.53,2.73,0,4.37,0,0,89.65,202.26,1.64,0,895.97,2.73,2.73,432.4,5.47,0.55,15.31,14.21,0.55,16.4,37.17,0.55,1.64,0.55,20.77,1.64,2.19,0.55,1.64,62.32,2.19,30.61,0,2.73,0,2.19
