stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,28.6,0,0,4.09,24.52,249.27,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,6.42,3.21,0,6.42,2.14,2.14,0,3.21,0,0,0,1.07,0,2.14,0,8.56,10.7,2.14,23.54,2.14,1.07,0,158.33,78.09,0,1.07,0,18.19,1.07,0,8.56,1.07,0,1.07,0,0,0
21Day,10.71,0,1.34,49.53,0,12.05,0,6.69,1.34,0,2.68,1.34,0,13.39,0,6.69,8.03,6.69,28.11,0,2.68,0,81.65,44.17,0,1.34,0,14.72,2.68,1.34,1.34,2.68,5.35,1.34,0,0,4.02
3Month,0,0.64,0,12.48,0.64,0,0,0,1.28,2.56,0,9.28,1.6,1.28,4.16,4.16,3.2,2.24,5.44,0,1.28,2.24,0.96,0.96,0.64,0.64,0,0,0.32,15.04,0,0,0,0,0.96,7.04,4.48
22Month,0,0,1.09,6.01,0,0,0.55,0,0,2.73,2.19,23.51,0,1.64,2.73,0,0.55,1.09,2.73,0.55,1.09,0,0,0,0,0,0.55,0,0,2.19,0,0.55,0,0,0,0,1.64
