stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,8.17,0,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,8.56,0,1.07,0,0,0,0,0,0,0,1.07,13.91,0,2.14,0,0,0,0,10.7,6.42,0,0,1.07,0,1.07,0,1.07,0,0,0,0
21Day,0,1.34,0,17.4,1.34,5.35,0,4.02,2.68,0,0,0,0,2.68,1.34,0,18.74,4.02,8.03,0,0,0,0,8.03,1.34,0,1.34,4.02,0,0,2.68,0,1.34,0,0,1.34
3Month,0.32,0.64,0,12.8,0,0,0,0,1.28,2.88,0,12.16,3.52,0.32,7.04,1.28,2.56,2.56,2.56,0.32,0.32,0.32,0.64,0.64,0.32,0.32,0.32,0,0,2.24,0,0,0,0.64,0.96,3.2
22Month,0,3.28,0.55,10.39,0,0,1.09,2.19,2.19,6.56,1.09,47.01,3.83,1.09,6.56,0,1.09,6.56,0.55,0,1.64,2.19,0,0.55,0,0.55,0.55,0,0.55,0,0.55,0,0,0,0,3.28
