stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,0,0,8.56,2.14,12.84,0,0,0,0,1.07,0,0,1.07,5.35,26.74,1.07,7.49,0,4.28,1.07,2.14,1428.17,136.93,2.14,3.21,18.19,1.07,1.07,9.63,0,2.14,1.07,0,0,0
21Day,2.68,2.68,1.34,52.2,0,4.02,0,0,0,0,16.06,0,8.03,4.02,1.34,22.76,2.68,20.08,0,0,2.68,0,337.31,40.16,0,1.34,8.03,12.05,0,1.34,1.34,1.34,0,0,0,2.68
3Month,0,0.32,2.88,37.43,0,0,0,1.28,1.6,0,20.16,0.64,0,18.56,0.64,3.84,1.28,7.36,1.92,0,0.64,0.64,15.36,1.28,2.24,1.6,0,0.64,9.28,0,0.32,0,0,0,24.32,1.92
22Month,0,2.73,1.64,8.2,0.55,0,0.55,0.55,1.09,2.19,27.33,0,0.55,11.48,0.55,1.64,4.92,10.93,0,0,2.19,0,7.65,0,3.28,6.01,0.55,0,19.68,0.55,0,0,0,0.55,0,2.19
