stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,0,2288.39,20.43,0,0,0,0,4.09,40.86,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,2.14,0,0,0,31.02,0,0,0,0,0,0,5.35,637.6,3.21,0,0,0,8.56,20.33,6.42,0,0,3.21,0,0,1.07,0,0,0,0
21Day,2.68,0,1.34,8.03,0,2.68,0,0,0,45.51,0,2.68,1.34,5.35,0,0,14.72,1139.09,8.03,0,0,2.68,0,10.71,4.02,0,0,0,6.69,0,0,2.68,0,0,2.68
3Month,0,0.64,0,5.76,0,0,0.32,0,1.6,11.2,0,8,1.6,0.32,0.96,0.96,1.28,584.87,5.44,1.28,0,0.32,0.64,0.32,0,0,0.32,0.32,0.96,2.56,0,0,0.96,2.56,3.52
22Month,2.19,1.64,0,12.57,0.55,0,1.64,1.09,4.37,59.59,1.09,33.89,6.01,1.09,3.28,0.55,1.64,2368.11,6.01,0,2.19,0,0,1.64,0,1.64,2.73,0.55,1.09,1.64,2.73,0,0,0,0
