stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,0,4.28,0,0,0,1.07,22.47,11.77,0,1.07,0,7.49,0,1.07,1.07,0,0,0,0,0
21Day,2.68,0,0,17.4,5.35,10.71,0,1.34,0,0,0,2.68,0,4.02,0,1.34,13.39,2.68,28.11,0,0,1.34,0,18.74,5.35,0,1.34,0,5.35,4.02,0,0,145.9,406.91,0,0,1.34
3Month,0,2.56,0.32,11.2,0,0,0.32,0.64,0.96,4.16,0,20.8,1.28,0.32,0.64,0.96,2.24,6.08,4.8,0.96,0,0.32,0.64,3.2,0,0.32,0,0,0.64,0.64,4.16,0,0.32,3.2,0,22.4,1.92
22Month,0,26.24,1.09,30.61,0,0,2.19,1.09,5.47,20.77,7.11,150.33,1.64,10.39,7.65,1.64,6.01,22.41,22.41,0.55,18.59,0,0,2.19,0.55,3.28,0,0.55,0,2.73,1.09,0.55,22.96,6.01,0.55,0,3.28
