stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,4.09,8.17,0,0,0,0,8.17,335.09,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,3.21,0,10.7,3.21,2.14,0,0,0,0,0,0,0,1.07,0,12.84,20.33,2.14,9.63,0,3.21,1.07,1.07,11.77,22.47,0,5.35,1.07,0,6.42,0,0,2.14,0,0,0
21Day,1.34,0,0,30.79,1.34,5.35,0,1.34,1.34,0,0,1.34,0,1.34,2.68,4.02,44.17,16.06,16.06,0,0,1.34,0,8.03,13.39,0,12.05,1.34,0,1.34,0,2.68,0,0,0,0
3Month,0,2.24,1.28,46.07,0,0,0.96,0.64,4.16,2.56,0.64,79.99,2.24,0.64,15.36,7.04,8.96,37.75,8.96,1.92,0.32,4.8,5.44,1.28,0.64,2.56,0.64,0.96,13.76,0.32,0,0,0.64,3.52,6.4,0.96
22Month,0,5.47,0,31.16,0,0,1.09,0,3.83,7.65,58.49,121.9,1.09,0.55,15.85,2.73,2.19,28.43,6.56,0,4.37,3.28,0.55,0,0,1.64,0,0,1.64,1.09,0.55,0,0,1.09,0,0
