stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,5.35,0,9.63,0,0,1.07,0,5.35,6.42,0,0,7.49,0,0,3.21,0,0,0,0,0,0
21Day,1.34,1.34,1.34,6.69,9.37,0,1.34,0,0,0,0,0,0,0,5.35,0,26.77,0,0,1.34,0,5.35,8.03,1.34,0,6.69,0,0,1.34,1.34,1.34,1.34,0,0,1.34
3Month,0,0.96,0,5.44,0,0.32,0.32,0.32,1.6,7.68,1.28,0.64,3.84,1.28,2.88,1.28,0.96,0.64,0,0.32,1.6,0,0,0,0,0,0.32,1.28,0,0,0,0,0.32,0.32,0
22Month,0,1.09,0,1.64,0,0.55,0,0,1.09,9.84,0,0,2.73,0,1.64,0.55,1.64,0.55,0.55,0.55,0,0,0,0,0.55,1.09,0,0.55,0,0,0,0,0.55,0,0.55
