stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,36.78,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,200.23,0,0,0,0,65.38,0,0,0,93.99,0,0,0,0,0,0,0,0,0
72hpf,37.44,82.37,0,6.42,4.28,13.91,0,0,0,0,0,0,0,0,1.07,0,3.21,7.49,3.21,405.45,0,3.21,1.07,42.79,49.21,0,0,0,329.5,0,0,4.28,0,0,11.77,0,0,0
21Day,89.68,56.22,0,12.05,1.34,5.35,0,1.34,0,0,2.68,0,2.68,1.34,1.34,0,1.34,2.68,5.35,484.55,1.34,32.12,0,14.72,21.42,0,0,0,238.26,21.42,0,1.34,1.34,9.37,5.35,1.34,0,1.34
3Month,1.92,112.94,0.64,6.4,0,0,0.64,0,3.2,0.96,4.8,0.64,9.92,4.8,0.96,2.88,0.32,1.28,1.92,95.34,21.44,9.92,0.32,0.96,0.64,0.32,0.64,0,1.28,2.56,0.64,0,0,0,1.28,20.8,1.28,2.24
22Month,1.09,218.66,0,3.28,0,0,1.09,0,0,0.55,6.01,107.14,31.16,2.73,5.47,3.28,0,0,3.28,102.77,1.09,4.92,0,0,0,2.19,3.28,1.64,0.55,0,0,0,1.09,0,0,3.83,0,0.55
