stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,167.54,89.9,0,367.78,0,0,0,0,0,0,0,8.17,0,0,4.09,4.09,28.6,24.52,8.17,527.15,0,0,0,0,335.09,2897.26,0,0,16.35,0,0,0,0,4.09,0,0,0
72hpf,36.37,18.19,0,27.81,2.14,10.7,0,0,0,0,0,0,0,0,0,0,19.26,26.74,1.07,84.51,0,0,4.28,1.07,552.01,114.47,4.28,43.86,95.21,0,0,59.91,0,1.07,0,0,0
21Day,58.9,9.37,6.69,40.16,1.34,4.02,0,0,0,0,0,0,0,1.34,0,4.02,13.39,16.06,5.35,44.17,0,1.34,22.76,0,60.23,22.76,0,21.42,34.8,5.35,0,28.11,4.02,5.35,0,0,0
3Month,0.64,32.95,1.6,200.61,0.32,0,3.52,0.32,2.24,5.76,1.6,0,21.76,6.4,0.32,116.78,179.81,22.4,6.4,30.4,1.92,0,9.28,145.58,5.12,0.64,3.2,63.03,1.28,2.88,6.72,0.64,0,0.32,2.24,8,5.44
22Month,0,31.71,4.37,98.4,0.55,0,2.19,0,1.64,3.83,9.29,0,14.21,1.09,8.2,32.8,32.25,4.37,3.28,9.84,0,0,4.37,6.01,0.55,2.19,1.09,15.85,0,1.09,10.93,0.55,0,0,0,0,1.09
