stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,0,8.03,1.34,1.34,0,0,0,1.34,0,0,0,13.39,0,0,8.03,6.69,4.02,0,0,1.34,0,1.34,0,0,1.34,0,1.34,2.68,0,1.34,1.34,0,0,6.69
3Month,0,4.16,1.6,54.07,0,0,0,0.32,11.52,23.68,0,39.03,20.16,6.72,24.96,4.48,10.56,22.08,9.28,0.96,0.64,6.08,1.6,1.6,0,4.16,0,0,0.32,2.24,8.96,0.96,0,9.28,2.56,68.15
22Month,0.55,18.04,2.19,62.32,0,0,3.28,5.47,7.65,56.85,10.39,103.32,24.05,20.23,132.29,3.83,9.29,69.43,15.31,1.09,4.92,7.11,1.09,2.19,0,8.2,2.73,0.55,0.55,0,10.93,2.19,0,5.47,0,58.49
