stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Spermatocyte
24hpf,4.09,0,8.17,0,0,4.09,0,0,0,0,4.09,0,49.04,0,0,498.54,400.47,0,0,0,0,0,0,0
72hpf,5.35,1.07,3.21,1.07,0,0,0,0,0,0,9.63,0,3.21,0,0,438.61,29.95,0,3.21,0,0,9.63,0,0
21Day,1.34,0,4.02,5.35,1.34,0,0,1.34,1.34,0,1.34,0,0,0,0,92.36,12.05,0,0,2.68,1.34,1.34,1.34,0
3Month,0,0.32,0.64,0,0,0,2.56,0,0,0.64,0.64,0.32,0.32,0,0.32,0,0,0.32,0,0.32,1.28,0,0,1.28
22Month,0,1.64,1.09,0,1.09,0,8.2,2.73,0,0.55,0,0.55,0.55,0.55,0,0,0,0,0,0,3.83,0,0,0
