stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,32.69,0,0,0,0,0,8.17,12.26,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,1.07,2.14,0,0,0,0,0,0,0,0,0,1.07,5.35,2.14,4.28,0,3.21,1.07,0,32.09,5.35,0,0,0,7.49,0,0,1.07,0,0,2.14,0,0,0
21Day,5.35,0,1.34,16.06,0,0,0,0,0,0,0,0,2.68,1.34,1.34,5.35,9.37,17.4,0,0,2.68,0,24.09,2.68,0,0,0,5.35,2.68,0,0,6.69,2.68,1.34,0,0,6.69
3Month,0.64,0.64,0.64,8.96,0.96,0.32,0.32,2.24,3.84,0,44.79,5.12,0.64,14.72,3.84,0.96,12.8,3.2,1.28,0,1.28,2.24,0.32,0.64,0.64,0.96,0,0.64,0.32,12.48,0.32,0,0,0.64,1.28,6.08,1.92
22Month,0,1.09,0.55,6.56,0,0,2.19,0,4.92,0.55,73.8,1.64,1.09,26.79,0.55,0,12.57,3.83,0,1.64,0,0,0.55,0,0.55,0,0.55,0,1.09,3.28,0,1.09,0,0,0,0,1.09
